method,dataset,instance,n_runs,Z_best,Z_mean,Z_std,Z_worst,t2b_mean,total_time_mean,time_budget_s,bound,gap_solver_pct,model_status,T,J,I,source_path,raw_method
MAT_rf_fo_600s,3X,IncT3x_3,2.0,48237.316,48237.316,0.0,48237.316,149.333,595.031,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT3x_3_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,3X,IncT3x_4,1.0,136015.451,136015.451,0.0,136015.451,421.488,592.734,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_4_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,3X,IncT3x_5,1.0,41988.239,41988.239,0.0,41988.239,515.476,595.318,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_5_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,3X,IncT3x_6,1.0,73798.45,73798.45,0.0,73798.45,125.059,593.614,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_6_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,3X,IncT3x_7,2.0,16532.257,16554.8505,31.952034121475165,16577.444,263.9425,594.0,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT3x_7_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,3X,IncT3x_8,1.0,174281.637,174281.637,0.0,174281.637,69.542,593.976,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_8_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,3X,IncT3x_9,1.0,21799.577,21799.577,0.0,21799.577,473.146,593.816,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_9_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,4X,IncT4x_1,1.0,48681.341,48681.341,0.0,48681.341,593.609,595.053,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_1_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,4X,IncT4x_10,1.0,14080.284,14080.284,0.0,14080.284,573.959,592.447,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_10_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,4X,IncT4x_2,1.0,113643.444,113643.444,0.0,113643.444,547.326,591.632,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_2_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,4X,IncT4x_3,2.0,51777.217,52098.538,454.41651607528513,52419.859,523.559,597.5509999999999,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT4x_3_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,4X,IncT4x_4,1.0,140924.581,140924.581,0.0,140924.581,510.781,598.683,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_4_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,4X,IncT4x_5,1.0,45164.417,45164.417,0.0,45164.417,591.194,592.723,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_5_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,4X,IncT4x_6,1.0,78063.39,78063.39,0.0,78063.39,563.706,600.084,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_6_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,4X,IncT4x_7,2.0,19282.326,19979.0665,985.3398645546113,20675.807,567.2805,598.4114999999999,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT4x_7_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,4X,IncT4x_8,1.0,178330.843,178330.843,0.0,178330.843,518.859,594.125,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_8_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,4X,IncT4x_9,1.0,25141.926,25141.926,0.0,25141.926,592.094,593.583,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_9_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,5X,IncT5x_1,1.0,52257.127,52257.127,0.0,52257.127,590.666,592.117,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_1_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,5X,IncT5x_10,2.0,18456.409,18616.589500000002,226.52943552770412,18776.77,596.2594999999999,597.75,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT5x_10_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,5X,IncT5x_2,1.0,120908.638,120908.638,0.0,120908.638,515.898,598.276,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_2_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,5X,IncT5x_3,2.0,63266.34,64028.7515,1078.2126834092178,64791.163,560.2655,596.0930000000001,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT5x_3_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,5X,IncT5x_4,1.0,144547.581,144547.581,0.0,144547.581,291.104,591.872,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_4_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,5X,IncT5x_5,1.0,54964.989,54964.989,0.0,54964.989,516.719,598.24,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_5_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,5X,IncT5x_6,1.0,83941.55,83941.55,0.0,83941.55,584.158,598.362,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_6_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,5X,IncT5x_7,1.0,24172.648,24172.648,0.0,24172.648,595.283,596.829,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_7_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,5X,IncT5x_8,1.0,182388.706,182388.706,0.0,182388.706,235.978,597.994,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_8_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,5X,IncT5x_9,1.0,28381.253,28381.253,0.0,28381.253,479.035,598.642,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_9_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,8X,IncT8x_2,1.0,135940.96,135940.96,0.0,135940.96,499.654,602.246,600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT8x_2_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,8X,IncT8x_3,1.0,80768.327,80768.327,0.0,80768.327,590.778,592.277,600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT8x_3_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,8X,IncT8x_4,1.0,165236.028,165236.028,0.0,165236.028,623.954,625.425,600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT8x_4_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,8X,IncT8x_5,1.0,77162.719,77162.719,0.0,77162.719,619.959,621.454,600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT8x_5_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,8X,IncT8x_6,1.0,105771.668,105771.668,0.0,105771.668,601.465,602.743,600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT8x_6_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,Real,Ale_1,1.0,86317.983,86317.983,0.0,86317.983,160.8,593.338,600.0,,,,25.0,160.0,50.0,experiments\matheuristics\results_production\b600\Ale_1_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,Real,Ale_10,1.0,5658.468,5658.468,0.0,5658.468,5.452,6.737,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_10_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,Real,Ale_2,1.0,99950.709,99950.709,0.0,99950.709,3.283,6.703,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_2_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,Real,Ale_3,1.0,39695.173,39695.173,0.0,39695.173,4.126,8.402,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_3_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,Real,Ale_4,1.0,127800.463,127800.463,0.0,127800.463,6.76,8.052,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_4_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,Real,Ale_5,1.0,35439.916,35439.916,0.0,35439.916,6.842,8.122,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_5_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,Real,Ale_6,1.0,66677.463,66677.463,0.0,66677.463,3.524,6.519,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_6_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,Real,Ale_7,1.0,10568.618,10568.618,0.0,10568.618,4.24,48.505,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_7_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,Real,Ale_8,1.0,160911.938,160911.938,0.0,160911.938,3.304,6.278,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_8_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,Real,Ale_9,1.0,15635.217,15635.217,0.0,15635.217,7.756,9.035,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_9_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_60s,Synthetic,synthetic_tiny,1.0,248.049,248.049,0.0,248.049,0.845,60.011,60.0,,,,,,,experiments\matheuristics\results_pilot\synthetic_tiny_rf_fo_seed1.json,rf+fo
MAT_rf_mip_300s,3X,IncT3x_3,1.0,46239.367,46239.367,0.0,46239.367,303.848,305.296,300.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT3x_3_rf_mip_seed1_b300.json,rf+mip
MAT_rf_mip_300s,3X,IncT3x_7,1.0,16603.182,16603.182,0.0,16603.182,303.677,305.116,300.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT3x_7_rf_mip_seed1_b300.json,rf+mip
MAT_rf_mip_300s,4X,IncT4x_3,1.0,53449.044,53449.044,0.0,53449.044,305.77,307.039,300.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT4x_3_rf_mip_seed1_b300.json,rf+mip
MAT_rf_mip_300s,4X,IncT4x_7,1.0,23534.72,23534.72,0.0,23534.72,305.77,307.195,300.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT4x_7_rf_mip_seed1_b300.json,rf+mip
MAT_rf_mip_300s,5X,IncT5x_10,2.0,20291.053,151876.237,186089.5518201592,283461.421,308.35699999999997,309.869,300.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT5x_10_rf_mip_seed1_b300.json,rf+mip
MAT_rf_mip_300s,5X,IncT5x_3,2.0,59061.483,219999.412,227600.60189203825,380937.341,308.221,309.7265,300.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT5x_3_rf_mip_seed1_b300.json,rf+mip
MAT_rf_mip_3600s,10X,IncT10x_2,2.0,154797.48,160118.1175,7524.517712970874,165438.755,3641.5975,3643.5525,3600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT10x_2_rf_mip_seed1_b3600.json,rf+mip
MAT_rf_mip_3600s,10X,IncT10x_3,2.0,87275.452,94713.49799999999,10518.985530754942,102151.544,3641.5550000000003,3643.0975,3600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT10x_3_rf_mip_seed1_b3600.json,rf+mip
MAT_rf_mip_3600s,10X,IncT10x_4,2.0,188575.59,282386.835,132669.13498210523,376198.08,3641.5645,3643.572,3600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT10x_4_rf_mip_seed1_b3600.json,rf+mip
MAT_rf_mip_3600s,10X,IncT10x_5,2.0,87036.326,126103.5315,55249.37186211677,165170.737,3647.3795,3648.966,3600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT10x_5_rf_mip_seed1_b3600.json,rf+mip
MAT_rf_mip_3600s,10X,IncT10x_6,2.0,127960.821,157531.932,41819.866230640226,187103.043,3643.089,3644.989,3600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT10x_6_rf_mip_seed1_b3600.json,rf+mip
MAT_rf_mip_3600s,8X,IncT8x_2,2.0,131246.445,132873.494,2300.994762445581,134500.543,3628.8975,3630.567,3600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT8x_2_rf_mip_seed1_b3600.json,rf+mip
MAT_rf_mip_3600s,8X,IncT8x_3,2.0,68783.65,70340.018,2201.0367336434924,71896.386,3626.9535,3628.4610000000002,3600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT8x_3_rf_mip_seed1_b3600.json,rf+mip
MAT_rf_mip_3600s,8X,IncT8x_4,2.0,158113.714,159358.3555,1760.1888895923896,160602.997,3627.9134999999997,3629.7035,3600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT8x_4_rf_mip_seed1_b3600.json,rf+mip
MAT_rf_mip_3600s,8X,IncT8x_5,2.0,58152.349,59762.097,2276.5274536029647,61371.845,3630.085,3631.5969999999998,3600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT8x_5_rf_mip_seed1_b3600.json,rf+mip
MAT_rf_mip_3600s,8X,IncT8x_6,2.0,98744.057,99081.5955,477.3515245230743,99419.134,3626.3655,3627.8559999999998,3600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT8x_6_rf_mip_seed1_b3600.json,rf+mip
MAT_rf_mip_600s,10X,IncT10x_2,1.0,267477.979,267477.979,0.0,267477.979,631.371,632.886,600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT10x_2_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,10X,IncT10x_3,1.0,245376.956,245376.956,0.0,245376.956,33.823,632.717,600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT10x_3_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,10X,IncT10x_4,1.0,378070.456,378070.456,0.0,378070.456,631.804,633.347,600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT10x_4_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,10X,IncT10x_5,1.0,106223.536,106223.536,0.0,106223.536,632.662,634.191,600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT10x_5_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,10X,IncT10x_6,1.0,182177.969,182177.969,0.0,182177.969,634.247,635.829,600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT10x_6_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,2X,IncT2X_1,1.0,40179.544,40179.544,0.0,40179.544,172.514,173.959,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_1_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,2X,IncT2X_10,1.0,8335.23,8335.23,0.0,8335.23,155.997,157.444,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_10_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,2X,IncT2X_2,1.0,105100.906,105100.906,0.0,105100.906,65.215,66.519,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_2_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,2X,IncT2X_3,1.0,42938.57,42938.57,0.0,42938.57,602.272,603.777,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_3_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,2X,IncT2X_4,1.0,131571.0,131571.0,0.0,131571.0,64.974,66.269,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_4_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,2X,IncT2X_5,1.0,38183.994,38183.994,0.0,38183.994,225.044,226.376,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_5_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,2X,IncT2X_6,1.0,70335.169,70335.169,0.0,70335.169,550.999,552.49,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_6_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,2X,IncT2X_7,1.0,13554.95,13554.95,0.0,13554.95,601.836,603.366,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_7_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,2X,IncT2X_8,1.0,169018.311,169018.311,0.0,169018.311,89.144,90.426,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_8_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,2X,IncT2X_9,1.0,18632.113,18632.113,0.0,18632.113,602.451,603.985,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_9_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,3X,IncT3x_1,1.0,43678.051,43678.051,0.0,43678.051,603.56,605.086,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_1_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,3X,IncT3x_10,1.0,10928.978,10928.978,0.0,10928.978,603.588,605.763,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_10_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,3X,IncT3x_2,1.0,108645.892,108645.892,0.0,108645.892,604.441,606.431,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_2_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,3X,IncT3x_3,2.0,46154.492,46172.254499999995,25.11996840165313,46190.017,607.5174999999999,608.892,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT3x_3_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,3X,IncT3x_4,1.0,134585.826,134585.826,0.0,134585.826,603.765,605.24,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_4_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,3X,IncT3x_5,1.0,40747.722,40747.722,0.0,40747.722,604.237,605.856,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_5_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,3X,IncT3x_6,1.0,73650.95,73650.95,0.0,73650.95,603.771,605.266,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_6_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,3X,IncT3x_7,2.0,16441.491,16456.191,20.788939366882953,16470.891,604.555,606.03,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT3x_7_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,3X,IncT3x_8,1.0,171986.913,171986.913,0.0,171986.913,604.149,605.64,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_8_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,3X,IncT3x_9,1.0,21824.42,21824.42,0.0,21824.42,603.95,605.44,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_9_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,4X,IncT4x_1,1.0,47185.597,47185.597,0.0,47185.597,608.373,609.947,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_1_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,4X,IncT4x_10,1.0,13823.179,13823.179,0.0,13823.179,607.073,609.295,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_10_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,4X,IncT4x_2,1.0,112891.756,112891.756,0.0,112891.756,608.961,610.464,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_2_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,4X,IncT4x_3,2.0,49578.045,49645.754499999995,95.75569320150228,49713.464,607.2660000000001,608.8050000000001,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT4x_3_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,4X,IncT4x_4,1.0,139762.236,139762.236,0.0,139762.236,607.302,608.909,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_4_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,4X,IncT4x_5,1.0,43895.475,43895.475,0.0,43895.475,606.951,608.512,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_5_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,4X,IncT4x_6,1.0,82492.802,82492.802,0.0,82492.802,606.336,607.882,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_6_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,4X,IncT4x_7,2.0,20917.704,21153.468500000003,333.4213534261106,21389.233,606.597,608.108,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT4x_7_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,4X,IncT4x_8,1.0,176793.359,176793.359,0.0,176793.359,608.165,609.656,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_8_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,4X,IncT4x_9,1.0,24929.994,24929.994,0.0,24929.994,606.973,608.539,600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_9_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,5X,IncT5x_1,1.0,53606.275,53606.275,0.0,53606.275,608.236,609.727,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_1_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,5X,IncT5x_10,2.0,18536.715,19354.384,1156.358589332046,20172.053,608.71,610.205,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT5x_10_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,5X,IncT5x_2,1.0,116353.298,116353.298,0.0,116353.298,607.767,609.287,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_2_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,5X,IncT5x_3,2.0,56597.058,57640.208,1475.2368775894963,58683.358,608.4639999999999,610.4075,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT5x_3_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,5X,IncT5x_4,1.0,143247.126,143247.126,0.0,143247.126,608.07,609.613,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_4_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,5X,IncT5x_5,1.0,47755.687,47755.687,0.0,47755.687,607.991,609.481,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_5_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,5X,IncT5x_6,1.0,81249.906,81249.906,0.0,81249.906,607.836,609.314,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_6_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,5X,IncT5x_7,1.0,26103.062,26103.062,0.0,26103.062,607.979,609.61,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_7_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,5X,IncT5x_8,1.0,177995.563,177995.563,0.0,177995.563,607.165,608.467,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_8_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,5X,IncT5x_9,1.0,30166.525,30166.525,0.0,30166.525,606.793,608.149,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_9_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,8X,IncT8x_2,1.0,159071.315,159071.315,0.0,159071.315,619.006,620.511,600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT8x_2_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,8X,IncT8x_3,1.0,74801.486,74801.486,0.0,74801.486,618.819,620.35,600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT8x_3_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,8X,IncT8x_4,1.0,160681.797,160681.797,0.0,160681.797,620.151,621.662,600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT8x_4_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,8X,IncT8x_5,1.0,67322.044,67322.044,0.0,67322.044,620.155,621.697,600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT8x_5_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,8X,IncT8x_6,1.0,103671.906,103671.906,0.0,103671.906,619.937,621.419,600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT8x_6_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,Real,Ale_1,2.0,86264.683,86264.683,0.0,86264.683,56.315,57.6985,600.0,,,,25.0,160.0,50.0,experiments\matheuristics\results_pilot\Ale_1_rf_mip_seed1.json,rf+mip
MAT_rf_mip_600s,Real,Ale_10,1.0,5639.568,5639.568,0.0,5639.568,5.622,6.9,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_10_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,Real,Ale_2,1.0,99950.709,99950.709,0.0,99950.709,3.611,7.009,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_2_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,Real,Ale_3,1.0,39695.173,39695.173,0.0,39695.173,4.035,8.399,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_3_rf_mip_seed1_b600.json,rf+mip
MAT_rf_mip_600s,Real,Ale_4,1.0,127725.976,127725.976,0.0,127725.976,7.671,8.961,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_4_rf_mip_seed1_b600.json,rf+mip
