method,dataset,instance,run_id,seed,Z,bound,gap_solver_pct,time_to_best_s,total_time_s,time_budget_s,model_status,iterations,T,J,I,source_path,raw_method,construction_used,Z_construction,rf_wall_time_s
GRASP_v1,2X,IncT2X_8,2,149368554.0,205609.909,,,1567.718,1802.257,1900.0,,712.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_8,3,98407117.0,210483.793,,,1416.622,1801.226,1900.0,,709.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_8,4,1420052173.0,209369.421,,,1470.927,1800.847,1900.0,,704.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_8,5,489407816.0,219188.388,,,233.954,1801.375,1900.0,,708.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_8,6,1660151622.0,208795.475,,,1327.717,1800.282,1900.0,,699.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_8,7,621455911.0,198643.659,,,1056.631,1802.728,1900.0,,708.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_8,8,2115747111.0,218728.566,,,15.056,1801.263,1900.0,,705.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_8,9,171351961.0,205794.022,,,1516.086,1801.402,1900.0,,703.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_8,10,1836780820.0,210505.421,,,403.034,1802.316,1900.0,,709.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_9,1,499914621.0,28283.841,,,1298.436,1802.136,1900.0,,618.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_9,2,1860759514.0,26681.45,,,72.749,1800.322,1900.0,,612.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_9,3,216898921.0,30913.173,,,769.101,1804.759,1900.0,,626.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_9,4,816314860.0,29713.906,,,432.18,1801.188,1900.0,,633.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_9,5,596943773.0,24464.038,,,1788.92,1801.085,1900.0,,614.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_9,6,973691210.0,29350.203,,,100.818,1802.717,1900.0,,629.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_9,7,1365121944.0,34240.182,,,1579.41,1803.915,1900.0,,620.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_9,8,1791238512.0,30298.243,,,844.783,1801.531,1900.0,,623.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_9,9,783471137.0,31635.78,,,1616.147,1802.491,1900.0,,627.0,38.0,159.0,52.0,,,,,
GRASP_v1,2X,IncT2X_9,10,349297013.0,30801.981,,,604.156,1802.474,1900.0,,625.0,38.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_1,1,794957573.0,79152.571,,,148.822,1800.351,1900.0,,304.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_1,2,762938026.0,80617.385,,,963.464,1802.779,1900.0,,318.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_1,3,449912920.0,77478.748,,,1102.022,1807.52,1900.0,,321.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_1,4,1439190227.0,80260.399,,,85.023,1800.178,1900.0,,320.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_1,5,573330499.0,76582.67,,,3.703,1801.662,1900.0,,314.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_1,6,1507147648.0,74845.894,,,556.648,1800.185,1900.0,,313.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_1,7,2011450405.0,82614.9,,,1419.267,1808.636,1900.0,,310.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_1,8,1467907437.0,73160.825,,,1793.217,1802.185,1900.0,,312.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_1,9,1391645398.0,66534.85,,,451.941,1802.173,1900.0,,316.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_1,10,153335724.0,66534.182,,,1374.042,1800.429,1900.0,,315.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_10,1,1308098874.0,34758.797,,,504.766,1805.255,1900.0,,314.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_10,2,1363605490.0,38201.958,,,1416.832,1801.84,1900.0,,316.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_10,3,367517441.0,31331.022,,,1098.152,1805.732,1900.0,,306.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_10,4,1147056644.0,33357.857,,,732.476,1800.15,1900.0,,313.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_10,5,1565787883.0,30473.309,,,1041.44,1800.186,1900.0,,316.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_10,6,525727462.0,33057.519,,,939.282,1800.492,1900.0,,316.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_10,7,350904184.0,33418.944,,,1028.47,1806.876,1900.0,,314.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_10,8,992696250.0,37475.917,,,178.332,1802.52,1900.0,,311.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_10,9,814874364.0,29129.277,,,118.131,1800.003,1900.0,,314.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_10,10,579708538.0,35480.699,,,648.262,1807.04,1900.0,,318.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_2,1,2124985204.0,150841.591,,,1407.977,1800.483,1900.0,,352.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_2,2,1987262418.0,145350.29,,,544.148,1805.639,1900.0,,356.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_2,3,1374389013.0,137598.708,,,972.007,1801.148,1900.0,,354.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_2,4,1477816547.0,153117.27,,,9.81,1800.945,1900.0,,355.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_2,5,1196040477.0,152630.268,,,1279.711,1805.013,1900.0,,354.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_2,6,471619988.0,138060.806,,,1111.873,1801.791,1900.0,,357.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_2,7,1470197912.0,144446.908,,,103.681,1804.48,1900.0,,360.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_2,8,696391872.0,131213.38,,,1226.596,1800.126,1900.0,,359.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_2,9,1810010707.0,155019.299,,,421.399,1802.942,1900.0,,341.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_2,10,1649940839.0,140853.539,,,1603.793,1800.422,1900.0,,351.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_3,1,1666447133.0,76897.897,,,174.002,1807.229,1900.0,,318.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_3,2,120125831.0,73247.364,,,894.129,1800.546,1900.0,,321.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_3,3,491876989.0,69193.337,,,1208.075,1801.716,1900.0,,317.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_3,4,1764807638.0,68149.324,,,1293.407,1803.334,1900.0,,311.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_3,5,68934738.0,71289.805,,,1782.081,1803.09,1900.0,,318.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_3,6,1728822696.0,72933.603,,,687.721,1808.101,1900.0,,323.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_3,7,677430271.0,73374.76,,,1704.595,1803.294,1900.0,,322.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_3,8,861494830.0,74253.82,,,277.512,1800.932,1900.0,,323.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_3,9,574969168.0,74470.073,,,1650.836,1806.363,1900.0,,320.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_3,10,142138945.0,73504.911,,,1586.021,1804.51,1900.0,,320.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_4,1,453082199.0,172256.35,,,1086.505,1805.081,1900.0,,370.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_4,2,1960944881.0,163128.584,,,327.059,1800.15,1900.0,,371.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_4,3,2024883187.0,168942.111,,,567.688,1800.36,1900.0,,379.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_4,4,1218009888.0,171908.152,,,519.336,1800.336,1900.0,,367.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_4,5,1881985144.0,165643.55,,,290.803,1800.022,1900.0,,367.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_4,6,1541709160.0,160951.949,,,1488.055,1805.264,1900.0,,381.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_4,7,675765612.0,179373.597,,,432.237,1800.187,1900.0,,378.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_4,8,456612024.0,179476.85,,,1098.636,1802.808,1900.0,,375.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_4,9,1407543819.0,164986.276,,,241.72,1803.773,1900.0,,383.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_4,10,1072090969.0,173663.53,,,1430.702,1802.357,1900.0,,377.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_5,1,849613033.0,56203.784,,,412.606,1806.556,1900.0,,316.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_5,2,1899842599.0,68220.112,,,950.758,1802.279,1900.0,,314.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_5,3,1963975987.0,56074.933,,,416.039,1805.44,1900.0,,321.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_5,4,1380513882.0,61547.975,,,329.197,1804.67,1900.0,,315.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_5,5,985376853.0,64094.961,,,1241.428,1800.415,1900.0,,315.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_5,6,306814402.0,66908.749,,,43.06,1806.193,1900.0,,308.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_5,7,568825840.0,66299.368,,,90.999,1806.458,1900.0,,320.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_5,8,299853839.0,65664.972,,,713.495,1802.108,1900.0,,316.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_5,9,529628541.0,63259.241,,,1801.964,1804.858,1900.0,,318.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_5,10,1599851661.0,65050.599,,,511.91,1806.989,1900.0,,324.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_6,1,1205528894.0,95020.095,,,534.898,1806.171,1900.0,,306.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_6,2,1157444917.0,99480.788,,,1043.697,1802.6,1900.0,,303.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_6,3,564233311.0,91409.074,,,1613.612,1801.926,1900.0,,311.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_6,4,1604199940.0,98570.96,,,836.685,1803.001,1900.0,,317.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_6,5,1255388861.0,96658.306,,,1404.187,1804.486,1900.0,,315.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_6,6,920054628.0,95787.86,,,22.41,1800.844,1900.0,,305.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_6,7,1928059963.0,95536.118,,,38.832,1808.733,1900.0,,309.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_6,8,1253127417.0,102389.248,,,905.842,1803.659,1900.0,,312.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_6,9,857706060.0,94661.118,,,115.158,1803.782,1900.0,,313.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_6,10,777381452.0,94232.708,,,427.855,1801.099,1900.0,,312.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_7,1,470987741.0,37739.967,,,949.516,1801.152,1900.0,,299.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_7,2,2141740787.0,35668.348,,,743.081,1803.214,1900.0,,293.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_7,3,2142195705.0,29480.604,,,882.709,1808.009,1900.0,,293.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_7,4,297065155.0,33390.338,,,1750.946,1808.822,1900.0,,298.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_7,5,1094199381.0,39048.38,,,391.459,1802.617,1900.0,,292.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_7,6,1059817200.0,29147.358,,,1556.873,1800.67,1900.0,,291.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_7,7,195226477.0,33771.609,,,624.615,1804.239,1900.0,,292.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_7,8,1623029830.0,36948.991,,,1387.156,1802.388,1900.0,,289.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_7,9,101181643.0,36923.885,,,975.764,1800.283,1900.0,,300.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_7,10,1849204428.0,35726.35,,,271.349,1808.537,1900.0,,296.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_8,1,235469723.0,234201.396,,,3.118,1803.704,1900.0,,349.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_8,2,328224240.0,247860.106,,,1484.951,1806.047,1900.0,,338.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_8,3,1347430115.0,236579.389,,,109.895,1800.347,1900.0,,352.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_8,4,343558721.0,236438.001,,,852.831,1807.521,1900.0,,344.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_8,5,1700977479.0,234919.391,,,1743.263,1801.798,1900.0,,345.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_8,6,1461322283.0,227660.831,,,384.581,1806.391,1900.0,,350.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_8,7,906581621.0,233052.528,,,344.014,1805.314,1900.0,,344.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_8,8,1280778651.0,221998.122,,,1731.122,1804.242,1900.0,,352.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_8,9,136424713.0,231549.907,,,41.232,1803.454,1900.0,,339.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_8,10,826281507.0,227446.96,,,1801.71,1804.874,1900.0,,343.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_9,1,819521170.0,41643.491,,,882.987,1806.005,1900.0,,297.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_9,2,1279660645.0,41054.043,,,1310.571,1807.674,1900.0,,304.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_9,3,2139154381.0,43627.33,,,199.488,1802.509,1900.0,,305.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_9,4,1005129474.0,40829.163,,,1381.348,1802.913,1900.0,,297.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_9,5,1136264405.0,35667.293,,,585.411,1804.247,1900.0,,301.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_9,6,539907703.0,42808.817,,,527.804,1803.541,1900.0,,304.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_9,7,2085374941.0,38102.837,,,730.003,1804.66,1900.0,,309.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_9,8,1188043566.0,37406.925,,,1634.442,1806.068,1900.0,,310.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_9,9,1848510327.0,32288.285,,,1273.436,1808.001,1900.0,,301.0,57.0,159.0,52.0,,,,,
GRASP_v1,3X,IncT3x_9,10,2023854872.0,45781.345,,,1244.254,1800.755,1900.0,,296.0,57.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_1,1,24655305.0,87950.986,,,44.336,1804.064,1900.0,,199.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_1,2,1460897492.0,87264.744,,,987.774,1813.039,1900.0,,203.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_1,3,1547738333.0,100982.295,,,1254.449,1810.345,1900.0,,198.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_1,4,245997990.0,84859.137,,,27.196,1807.328,1900.0,,200.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_1,5,1463961868.0,86274.472,,,1371.49,1808.964,1900.0,,197.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_1,6,1900068735.0,87742.087,,,421.128,1806.645,1900.0,,196.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_1,7,1153135003.0,95222.592,,,29.834,1811.754,1900.0,,203.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_1,8,1612497801.0,87883.534,,,1669.755,1811.461,1900.0,,200.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_1,9,573002725.0,91949.479,,,147.405,1807.385,1900.0,,195.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_1,10,1650553202.0,86545.093,,,1024.863,1803.706,1900.0,,191.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_10,1,1376454986.0,46699.781,,,1659.627,1801.584,1900.0,,195.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_10,2,730521272.0,36754.107,,,458.755,1801.147,1900.0,,198.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_10,3,239556469.0,46208.821,,,1355.482,1800.644,1900.0,,201.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_10,4,630286725.0,45448.866,,,818.612,1806.816,1900.0,,201.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_10,5,933651278.0,44734.007,,,366.719,1811.909,1900.0,,203.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_10,6,339641190.0,51620.31,,,1804.083,1808.559,1900.0,,198.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_10,7,974364242.0,38628.44,,,763.815,1800.231,1900.0,,193.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_10,8,6969261.0,39551.852,,,1320.975,1802.459,1900.0,,199.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_10,9,2048304103.0,54231.138,,,1632.275,1806.037,1900.0,,197.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_10,10,1550680890.0,46851.51,,,1331.817,1806.887,1900.0,,200.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_2,1,1880879863.0,141085.179,,,1256.592,1808.002,1900.0,,221.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_2,2,1545502470.0,164114.988,,,861.676,1800.931,1900.0,,223.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_2,3,565623666.0,156779.776,,,1696.039,1804.312,1900.0,,221.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_2,4,2087113798.0,139743.24,,,1616.344,1804.073,1900.0,,220.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_2,5,1075000496.0,157469.876,,,224.211,1812.625,1900.0,,228.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_2,6,1636301368.0,164349.76,,,1540.495,1804.183,1900.0,,214.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_2,7,383651995.0,170401.892,,,1630.394,1800.93,1900.0,,217.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_2,8,1090238095.0,158672.12,,,383.578,1807.974,1900.0,,220.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_2,9,1959853368.0,147908.602,,,471.81,1801.307,1900.0,,217.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_2,10,228515503.0,138427.121,,,977.796,1806.332,1900.0,,219.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_3,1,1869424396.0,84297.418,,,564.872,1810.226,1900.0,,195.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_3,2,1342821944.0,80643.24,,,15.026,1802.225,1900.0,,196.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_3,3,640905301.0,87486.46,,,178.568,1800.296,1900.0,,200.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_3,4,1807471164.0,80220.973,,,17.708,1800.558,1900.0,,200.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_3,5,1372133588.0,81355.885,,,112.504,1810.332,1900.0,,195.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_3,6,1090197739.0,86896.018,,,66.222,1806.754,1900.0,,201.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_3,7,1307753572.0,82566.54,,,1273.422,1804.051,1900.0,,196.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_3,8,427158341.0,85434.253,,,1196.676,1807.762,1900.0,,194.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_3,9,328219839.0,81574.301,,,934.375,1804.853,1900.0,,195.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_3,10,802973879.0,80210.725,,,73.989,1808.416,1900.0,,202.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_4,1,1637479473.0,187400.268,,,1460.845,1808.38,1900.0,,225.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_4,2,346923915.0,190046.128,,,1160.585,1810.979,1900.0,,228.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_4,3,1158307634.0,175884.943,,,1551.004,1810.159,1900.0,,229.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_4,4,2047625120.0,186924.302,,,917.211,1805.628,1900.0,,227.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_4,5,1672087624.0,185509.768,,,1340.938,1808.697,1900.0,,230.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_4,6,1980912099.0,186360.822,,,234.161,1803.907,1900.0,,228.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_4,7,1138925840.0,179869.722,,,888.57,1807.936,1900.0,,231.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_4,8,1972449775.0,189422.625,,,363.033,1806.255,1900.0,,229.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_4,9,1228137.0,182982.288,,,1530.928,1801.615,1900.0,,228.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_4,10,1286223707.0,188866.472,,,1159.498,1802.803,1900.0,,224.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_5,1,696119838.0,75402.101,,,795.79,1812.587,1900.0,,207.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_5,2,1049272771.0,76904.286,,,626.764,1808.974,1900.0,,206.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_5,3,41825986.0,65546.131,,,116.917,1803.213,1900.0,,202.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_5,4,240234110.0,82431.189,,,68.438,1801.732,1900.0,,202.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_5,5,1995224089.0,72235.525,,,233.283,1803.399,1900.0,,203.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_5,6,779495259.0,67741.541,,,1316.756,1807.507,1900.0,,202.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_5,7,1887040857.0,72732.88,,,617.11,1809.445,1900.0,,206.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_5,8,2115961542.0,79637.591,,,1172.544,1813.056,1900.0,,205.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_5,9,1785988125.0,76462.203,,,1568.369,1800.859,1900.0,,199.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_5,10,1732535703.0,78275.365,,,30.353,1806.882,1900.0,,199.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_6,1,660381568.0,104184.261,,,71.979,1809.02,1900.0,,197.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_6,2,514219932.0,105704.01,,,1685.016,1802.994,1900.0,,191.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_6,3,124393358.0,115341.902,,,454.015,1802.271,1900.0,,187.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_6,4,517267797.0,105084.554,,,541.247,1802.068,1900.0,,184.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_6,5,1885511261.0,108224.762,,,1066.058,1809.18,1900.0,,195.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_6,6,1218389746.0,105694.73,,,313.584,1811.047,1900.0,,194.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_6,7,2033558460.0,114146.878,,,845.108,1806.89,1900.0,,194.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_6,8,169129476.0,108501.428,,,602.911,1802.648,1900.0,,190.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_6,9,183939381.0,106432.245,,,92.764,1807.436,1900.0,,197.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_6,10,1571759592.0,93470.445,,,1104.609,1806.821,1900.0,,193.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_7,1,1043656561.0,49082.546,,,476.453,1807.77,1900.0,,188.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_7,2,1752396593.0,45736.279,,,91.207,1806.907,1900.0,,186.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_7,3,148632741.0,44646.764,,,1491.222,1814.077,1900.0,,187.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_7,4,2100205697.0,49848.496,,,465.57,1805.209,1900.0,,185.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_7,5,1633380707.0,41266.603,,,644.915,1808.01,1900.0,,191.0,76.0,159.0,52.0,,,,,
GRASP_v1,4X,IncT4x_7,6,1143977780.0,37988.441,,,338.8,1808.583,1900.0,,191.0,76.0,159.0,52.0,,,,,
