method,dataset,instance,run_id,seed,Z,bound,gap_solver_pct,time_to_best_s,total_time_s,time_budget_s,model_status,iterations,T,J,I,source_path,raw_method,construction_used,Z_construction,rf_wall_time_s
ILS_v2,4X,IncT4x_3,2,2.0,61808.556,,,2240.336,3830.801,3600.0,,15.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_3,3,3.0,60876.147,,,3480.1,3681.206,3600.0,,13.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_3,4,4.0,63896.036,,,2681.382,3766.359,3600.0,,12.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_3,5,5.0,64023.616,,,369.324,3689.394,3600.0,,13.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_3,6,6.0,63220.735,,,2118.394,3799.321,3600.0,,12.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_3,7,7.0,65345.405,,,385.465,3669.494,3600.0,,9.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_3,8,8.0,66961.718,,,3470.574,3834.192,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_3,9,9.0,58956.125,,,2704.214,3792.906,3600.0,,14.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_3,10,10.0,59418.993,,,3808.308,3813.701,3600.0,,13.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_4,1,1.0,145131.916,,,2751.001,3771.239,3600.0,,12.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_4,2,2.0,165147.692,,,2469.149,3654.721,3600.0,,9.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_4,3,3.0,143568.07,,,3657.287,3663.379,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_4,4,4.0,144340.205,,,3149.48,3711.405,3600.0,,12.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_4,5,5.0,153995.951,,,3262.163,3793.971,3600.0,,13.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_4,6,6.0,155810.409,,,2875.013,3664.69,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_4,7,7.0,153260.43,,,3136.417,3822.93,3600.0,,15.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_4,8,8.0,157984.203,,,2718.51,3640.374,3600.0,,13.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_4,9,9.0,162609.708,,,2304.78,3636.011,3600.0,,8.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_4,10,10.0,147768.633,,,2373.226,3724.069,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_5,1,1.0,67823.311,,,1427.588,3737.957,3600.0,,9.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_5,2,2.0,61857.587,,,1992.481,3841.83,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_5,3,3.0,48973.029,,,742.38,3689.461,3600.0,,11.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_5,4,4.0,63438.414,,,3442.452,3748.44,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_5,5,5.0,47752.589,,,245.772,3744.023,3600.0,,8.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_5,6,6.0,67147.49,,,2977.107,3839.237,3600.0,,8.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_5,7,7.0,68740.179,,,555.231,3837.455,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_5,8,8.0,57015.482,,,3176.46,3735.747,3600.0,,9.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_5,9,9.0,49087.193,,,113.184,3715.227,3600.0,,9.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_5,10,10.0,61949.694,,,23.907,3799.72,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_6,1,1.0,90181.877,,,2876.126,3733.967,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_6,2,2.0,89634.961,,,3678.361,3684.27,3600.0,,12.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_6,3,3.0,87236.82,,,2522.734,3807.152,3600.0,,11.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_6,4,4.0,95397.915,,,2366.79,3705.98,3600.0,,14.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_6,5,5.0,93421.759,,,1918.601,3728.227,3600.0,,12.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_6,6,6.0,94292.155,,,3036.873,3676.238,3600.0,,12.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_6,7,7.0,86939.556,,,2694.608,3661.52,3600.0,,9.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_6,8,8.0,93347.18,,,2528.456,3711.817,3600.0,,11.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_6,9,9.0,91551.235,,,3002.865,3659.308,3600.0,,11.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_6,10,10.0,100774.548,,,2838.617,3671.359,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_7,1,1.0,32192.638,,,3364.1,3654.642,3600.0,,9.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_7,2,2.0,26897.394,,,516.19,3709.882,3600.0,,12.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_7,3,3.0,35837.521,,,3278.964,3713.774,3600.0,,12.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_7,4,4.0,32042.251,,,3549.591,3778.802,3600.0,,11.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_7,5,5.0,35784.105,,,2670.622,3626.878,3600.0,,11.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_7,6,6.0,36824.725,,,3203.333,3725.777,3600.0,,12.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_7,7,7.0,30277.41,,,3283.876,3770.601,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_7,8,8.0,26566.027,,,3682.303,3688.552,3600.0,,9.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_7,9,9.0,30282.808,,,2747.215,3690.376,3600.0,,13.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_7,10,10.0,33785.335,,,667.743,3626.123,3600.0,,13.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_8,1,1.0,195599.399,,,1545.131,3611.151,3600.0,,12.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_8,2,2.0,188244.948,,,3675.938,3682.411,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_8,3,3.0,184979.56,,,1494.275,3867.432,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_8,4,4.0,201628.234,,,3287.288,3702.702,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_8,5,5.0,194557.944,,,2507.459,3788.623,3600.0,,12.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_8,6,6.0,187791.638,,,3560.52,3778.957,3600.0,,11.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_8,7,7.0,184146.272,,,3563.368,3811.884,3600.0,,14.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_8,8,8.0,191734.052,,,1011.667,3704.409,3600.0,,11.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_8,9,9.0,196155.007,,,845.043,3704.991,3600.0,,13.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_8,10,10.0,182781.1,,,3589.184,3778.185,3600.0,,13.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_9,1,1.0,33354.884,,,3564.237,3875.613,3600.0,,13.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_9,2,2.0,43786.319,,,3153.325,3783.28,3600.0,,11.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_9,3,3.0,31283.599,,,3251.721,3663.709,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_9,4,4.0,29805.886,,,1910.077,3777.693,3600.0,,11.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_9,5,5.0,36085.092,,,2612.436,3809.934,3600.0,,13.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_9,6,6.0,35230.102,,,3694.117,3700.65,3600.0,,11.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_9,7,7.0,38008.735,,,3229.877,3901.744,3600.0,,11.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_9,8,8.0,29981.122,,,3334.196,3621.891,3600.0,,10.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_9,9,9.0,36546.283,,,3511.88,3724.06,3600.0,,12.0,76.0,160.0,50.0,,,,,
ILS_v2,4X,IncT4x_9,10,10.0,38447.011,,,168.533,3819.475,3600.0,,11.0,76.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_1,1,1.0,61805.155,,,3293.599,3820.044,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_1,2,2.0,70385.199,,,2701.398,3622.819,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_1,3,3.0,73668.018,,,1394.882,3843.518,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_1,4,4.0,68609.112,,,2662.252,3623.115,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_1,5,5.0,74339.252,,,3792.097,3800.26,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_1,6,6.0,60934.004,,,3950.79,3958.072,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_1,7,7.0,64971.189,,,1684.577,3900.253,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_1,8,8.0,67096.193,,,3539.094,3941.434,3600.0,,4.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_1,9,9.0,68081.04,,,2185.661,3947.963,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_1,10,10.0,65270.765,,,2620.671,3979.863,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_10,1,1.0,30249.897,,,942.322,3662.329,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_10,2,2.0,28983.412,,,1899.063,3619.34,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_10,3,3.0,29612.574,,,2163.24,3699.946,3600.0,,9.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_10,4,4.0,28548.288,,,2450.837,3784.096,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_10,5,5.0,27253.828,,,3064.858,3782.428,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_10,6,6.0,27748.33,,,2506.905,3650.09,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_10,7,7.0,29859.14,,,3831.781,3837.036,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_10,8,8.0,25641.154,,,3297.433,3829.935,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_10,9,9.0,30164.091,,,2066.117,3714.562,3600.0,,4.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_10,10,10.0,25271.66,,,3681.438,3688.486,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_2,1,1.0,144939.235,,,3786.999,3794.178,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_2,2,2.0,151110.867,,,3327.157,3726.697,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_2,3,3.0,152022.265,,,2986.297,3725.519,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_2,4,4.0,136944.351,,,1097.887,3825.902,3600.0,,9.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_2,5,5.0,133815.243,,,3885.988,3892.285,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_2,6,6.0,141092.552,,,1555.028,3856.953,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_2,7,7.0,127838.474,,,3703.397,3711.81,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_2,8,8.0,142877.513,,,2459.319,3908.866,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_2,9,9.0,131261.166,,,3623.455,3630.525,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_2,10,10.0,127719.441,,,3743.366,3749.303,3600.0,,10.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_3,1,1.0,64510.463,,,987.843,3741.378,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_3,2,2.0,71561.96,,,2100.216,3719.963,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_3,3,3.0,73911.899,,,1834.223,3686.19,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_3,4,4.0,66434.182,,,720.315,3868.809,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_3,5,5.0,66558.96,,,3608.623,3616.808,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_3,6,6.0,69624.446,,,1923.936,3755.586,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_3,7,7.0,69520.774,,,289.478,3860.766,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_3,8,8.0,69623.498,,,3133.776,3626.676,3600.0,,3.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_3,9,9.0,68096.09,,,500.187,3852.674,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_3,10,10.0,67745.789,,,3870.458,3875.205,3600.0,,9.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_4,1,1.0,158272.459,,,1617.273,4009.326,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_4,2,2.0,158737.447,,,2958.468,3988.746,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_4,3,3.0,167512.054,,,3794.092,3802.144,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_4,4,4.0,153061.727,,,3491.401,3895.284,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_4,5,5.0,153793.989,,,3379.67,3754.216,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_4,6,6.0,163860.21,,,2238.296,3981.392,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_4,7,7.0,171244.512,,,1223.43,3810.32,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_4,8,8.0,172747.012,,,3151.737,3684.062,3600.0,,4.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_4,9,9.0,174735.918,,,3270.755,3812.086,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_4,10,10.0,155885.552,,,2868.245,3645.637,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_5,1,1.0,65042.57,,,3535.578,3846.931,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_5,2,2.0,68660.905,,,2596.487,3857.066,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_5,3,3.0,77568.449,,,3264.886,3656.404,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_5,4,4.0,69274.724,,,89.423,3934.578,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_5,5,5.0,72108.2,,,3266.587,3879.803,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_5,6,6.0,76513.012,,,98.428,3828.305,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_5,7,7.0,74518.087,,,1558.736,3797.465,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_5,8,8.0,78836.74,,,2442.038,3876.463,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_5,9,9.0,79027.113,,,2519.172,3914.741,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_5,10,10.0,68827.893,,,3701.19,3709.544,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_6,1,1.0,104628.853,,,440.528,3956.928,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_6,2,2.0,94932.155,,,1384.312,3631.696,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_6,3,3.0,100416.861,,,716.108,3685.677,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_6,4,4.0,99662.09,,,3887.548,3894.266,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_6,5,5.0,101214.839,,,3187.506,3765.122,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_6,6,6.0,99254.906,,,1499.879,3849.181,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_6,7,7.0,96919.428,,,3906.008,3912.537,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_6,8,8.0,95989.936,,,3485.668,3807.234,3600.0,,9.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_6,9,9.0,100037.313,,,1988.443,3724.794,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_6,10,10.0,97264.196,,,3786.682,3794.734,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_7,1,1.0,39982.897,,,3095.154,3827.7,3600.0,,2.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_7,2,2.0,35085.29,,,2762.267,3944.984,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_7,3,3.0,35585.88,,,2980.91,4028.669,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_7,4,4.0,39273.522,,,3083.941,3943.18,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_7,5,5.0,33104.929,,,3791.395,3801.164,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_7,6,6.0,32890.491,,,243.643,3853.656,3600.0,,9.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_7,7,7.0,42740.443,,,3713.72,3724.827,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_7,8,8.0,47654.487,,,1555.456,3984.789,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_7,9,9.0,38041.387,,,3075.106,3860.82,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_7,10,10.0,45294.783,,,2833.022,3601.373,3600.0,,9.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_8,1,1.0,202847.088,,,2944.224,3602.869,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_8,2,2.0,192509.469,,,1561.63,3855.576,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_8,3,3.0,193974.569,,,3544.599,3790.477,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_8,4,4.0,216630.089,,,3843.507,3850.497,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_8,5,5.0,232845.395,,,2560.973,3636.492,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_8,6,6.0,199681.109,,,2944.532,3819.302,3600.0,,9.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_8,7,7.0,210407.482,,,3890.649,3896.037,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_8,8,8.0,209304.965,,,3747.389,3754.545,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_8,9,9.0,200369.56,,,3286.508,3602.636,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_8,10,10.0,202803.511,,,114.608,3887.323,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_9,1,1.0,46318.834,,,2606.38,4022.799,3600.0,,4.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_9,2,2.0,43751.949,,,2123.506,3678.898,3600.0,,5.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_9,3,3.0,39314.12,,,3302.662,3802.412,3600.0,,7.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_9,4,4.0,39685.964,,,3286.45,3876.781,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_9,5,5.0,38785.716,,,3365.376,3829.136,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_9,6,6.0,39608.516,,,2642.381,3856.776,3600.0,,6.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_9,7,7.0,42641.892,,,3614.799,3623.043,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_9,8,8.0,40800.211,,,536.769,3637.516,3600.0,,4.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_9,9,9.0,39524.345,,,2424.798,3691.343,3600.0,,8.0,95.0,160.0,50.0,,,,,
ILS_v2,5X,IncT5x_9,10,10.0,41334.951,,,1446.86,3923.788,3600.0,,9.0,95.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_1,1,1.0,90244.983,,,2706.753,3602.993,3600.0,,1120.0,25.0,161.0,50.0,,,,,
ILS_v2,Real,Ale_1,2,2.0,88054.386,,,818.5,3600.58,3600.0,,1130.0,25.0,161.0,50.0,,,,,
ILS_v2,Real,Ale_1,3,3.0,87509.733,,,1510.295,3600.071,3600.0,,1132.0,25.0,161.0,50.0,,,,,
ILS_v2,Real,Ale_1,4,4.0,86324.908,,,2693.131,3601.135,3600.0,,1102.0,25.0,161.0,50.0,,,,,
ILS_v2,Real,Ale_1,5,5.0,86418.508,,,1336.97,3602.504,3600.0,,1109.0,25.0,161.0,50.0,,,,,
ILS_v2,Real,Ale_1,6,6.0,87333.133,,,3364.324,3601.21,3600.0,,1152.0,25.0,161.0,50.0,,,,,
ILS_v2,Real,Ale_1,7,7.0,90601.108,,,981.294,3600.382,3600.0,,1113.0,25.0,161.0,50.0,,,,,
ILS_v2,Real,Ale_1,8,8.0,87530.108,,,2926.338,3602.846,3600.0,,1115.0,25.0,161.0,50.0,,,,,
ILS_v2,Real,Ale_1,9,9.0,90967.363,,,1107.232,3601.443,3600.0,,1155.0,25.0,161.0,50.0,,,,,
ILS_v2,Real,Ale_1,10,10.0,91044.287,,,778.987,3600.455,3600.0,,1148.0,25.0,161.0,50.0,,,,,
ILS_v2,Real,Ale_10,1,1.0,6373.493,,,784.217,3600.775,3600.0,,2258.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_10,2,2.0,6201.172,,,1920.258,3601.945,3600.0,,2219.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_10,3,3.0,6303.447,,,722.564,3600.686,3600.0,,2192.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_10,4,4.0,6651.595,,,724.957,3600.025,3600.0,,2160.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_10,5,5.0,6251.242,,,1248.097,3601.343,3600.0,,2209.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_10,6,6.0,6372.543,,,723.647,3601.793,3600.0,,2305.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_10,7,7.0,6758.003,,,3144.183,3600.859,3600.0,,2191.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_10,8,8.0,6909.415,,,721.163,3601.049,3600.0,,2183.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_10,9,9.0,6063.274,,,804.276,3600.336,3600.0,,2208.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_10,10,10.0,6229.26,,,956.751,3600.474,3600.0,,2255.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_2,1,1.0,101562.896,,,178.287,3600.235,3600.0,,2568.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_2,2,2.0,100900.835,,,723.743,3601.124,3600.0,,2542.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_2,3,3.0,100933.53,,,739.509,3600.145,3600.0,,2594.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_2,4,4.0,100835.185,,,18.265,3600.559,3600.0,,2621.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_2,5,5.0,101562.896,,,729.209,3601.542,3600.0,,2591.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_2,6,6.0,100051.409,,,86.892,3600.398,3600.0,,2603.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_2,7,7.0,101712.037,,,773.763,3600.436,3600.0,,2552.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_2,8,8.0,101562.896,,,722.409,3600.575,3600.0,,2595.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_2,9,9.0,101993.548,,,881.116,3600.546,3600.0,,2613.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_2,10,10.0,100009.609,,,726.603,3600.56,3600.0,,2602.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_3,1,1.0,42682.859,,,1410.185,3602.483,3600.0,,2576.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_3,2,2.0,41527.787,,,3009.262,3600.722,3600.0,,2590.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_3,3,3.0,42948.656,,,757.445,3601.586,3600.0,,2622.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_3,4,4.0,41566.839,,,991.001,3600.122,3600.0,,2597.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_3,5,5.0,41735.839,,,3043.545,3600.113,3600.0,,2580.0,19.0,160.0,50.0,,,,,
ILS_v2,Real,Ale_3,6,6.0,44535.798,,,17.953,3600.256,3600.0,,2393.0,19.0,160.0,50.0,,,,,
